isbn13,Title,Authors,Average Rating,Language Code,Num Pages,Ratings Count,Text Reviews Count
9781580624596,Sun Tzu: The Art of War for Managers; 50 Strategic Rules,"['Sun Tzu', 'Gerald A. Michaelson']",3.8,eng,224,290,10
9781580628365,Please Stop Laughing at Me... One Woman's Inspirational Story,['Jodee Blanco'],3.84,eng,288,9515,884
9781580631600,The Stephen King Universe: A Guide to the Worlds of the King of Horror,"['Stanley Wiater', 'Christopher Golden', 'Hank Wagner']",4.14,eng,478,6241,37
9781580801423,Shattered Air: A True Account of Catastrophe and Courage on Yosemite's Half Dome,"['Bob Madgic', 'William L. Crary', 'Adrian Esteban']",3.77,eng,264,468,73
9781580931779,New York 2000: Architecture and Urbanism Between the Bicentennial and the Millennium,"['Robert A.M. Stern', 'David Fishman', 'Jacob Tilove']",4.47,eng,1520,15,0
9781580931861,Glass House,"['Philip Johnson', 'Toshio Nakamura']",4.0,eng,256,14,2
9781581126501,Doctor Tandy's First Guide to Life Extension and Transhumanity,"['Charles Tandy', 'Raël', 'William Faloon', 'R. Michael Perry', 'Robin Hanson', 'Nick Bostrom', 'Robert A. Freitas Jr.', 'Christopher J. Phoenix', 'Avatar Polymorph', 'Jim Yount']",3.5,eng,292,2,0
9781581150377,Beauty and the Contemporary Sublime,"['Jeremy Gilbert', 'Rolfe']",3.56,eng,180,39,5
9781581171341,What Makes a Rainbow?: A Magic Ribbon Book (Novelty Book Series),"['Betty Schwartz', 'Dona Turner']",4.1,eng,12,13,1
9781581342147,This Present Darkness and Piercing the Darkness (Darkness #1-2),['Frank E. Peretti'],4.54,eng,813,2708,116
9781581342475,The Hidden Smile of God: The Fruit of Affliction in the Lives of John Bunyan  William Cowper  and David Brainerd (The Swans Are Not Silent  #2),['John Piper'],4.33,eng,175,636,54
9781581344493,The Gospel According to Job,['Mike Mason'],4.43,eng,448,133,18
9781581345261,Prophet,['Frank E. Peretti'],3.94,eng,416,12479,210
9781581345278,Piercing the Darkness (Darkness  #2),['Frank E. Peretti'],4.31,eng,448,48725,567
9781581345285,This Present Darkness (Darkness  #1),['Frank E. Peretti'],4.23,eng,376,82841,1563
9781581346084,The Passion of Jesus Christ,['John Piper'],4.23,eng,127,6007,128
9781581346527,When I Don't Desire God: How to Fight for Joy,['John Piper'],4.18,eng,268,4131,212
9781581348095,Suffering and the Sovereignty of God,"['John Piper', 'Justin Taylor', 'Mark Talbot', 'David A. Powlison', 'Steve Saint', 'Dustin Shramek', 'Carl Ellis']",4.31,eng,254,621,43
9781581348132,The Legacy of Sovereign Joy: God's Triumphant Grace in the Lives of Augustine  Luther  and Calvin (The Swans Are Not Silent  #1),['John Piper'],4.26,eng,158,794,57
9781581348767,When the Darkness Will Not Lift: Doing What We Can While We Wait for God—And Joy,['John Piper'],4.12,eng,79,1173,103
9781581805635,Simply Beautiful Beading: 53 Quick and Easy Projects,['Heidi Boyd'],3.75,eng,128,75,4
9781581807592,Face Off: How to Draw Amazing Caricatures & Comic Portraits,['Harry Hamernik'],4.03,eng,127,65,4
9781581807745,Simply Beautiful Beaded Jewelry,['Heidi Boyd'],3.75,eng,128,61,4
9781581821291,From Glencoe to Stirling: Rob Roy  the Highlanders & Scotlands Chivalric Age (Tales of a Scottish Grandfather 3),"['Walter Scott', 'George Grant']",3.7,eng,288,12,1
9781581821369,The Southern Haunting of Truman Capote,"['James C.    Simmons', 'Marie Rudisill']",3.96,eng,135,25,3
9781581950069,Under the Red Flag,['Ha Jin'],3.87,eng,224,349,27
9781582293080,Shoofly Pie (Bug Man  #1),['Tim Downs'],4.18,eng,371,1381,125
9781582294018,Chop Shop (Bug Man  #2),['Tim Downs'],4.22,eng,352,899,73
9781582343495,Schott's Original Miscellany,"['Ben Schott', 'Collin Deckerman']",4.08,eng,158,1349,99
9781582343679,Not Even Wrong: Adventures in Autism,['Paul  Collins'],4.05,eng,245,693,93
9781582343891,Supermob: How Sidney Korshak and His Criminal Associates Became America's Hidden Power Brokers,['Gus Russo'],3.85,eng,640,88,14
9781582344720,Soldiers of Salamis,"['Javier Cercas', 'Anne McLean']",3.79,eng,213,398,65
9781582346106,The Line of Beauty,['Alan Hollinghurst'],3.73,eng,438,364,36
9781582346175,A Year in the Merde,['Stephen Clarke'],3.55,eng,276,11116,952
9781582346434,Eleanor Rigby,['Douglas Coupland'],3.65,eng,272,8354,366
9781582346816,Harry Potter and the Philosopher's Stone (Harry Potter  #1),['J.K. Rowling'],4.47,gla,250,11,0
9781582348254,Harrius Potter et Philosophi Lapis,"['J.K. Rowling', 'Peter Needham']",4.47,lat,249,185,25
9781582349190,Tanglewreck,['Jeanette Winterson'],3.46,eng,405,1649,201
9781582404875,The Walking Dead  Vol. 3: Safety Behind Bars,"['Robert Kirkman', 'Charlie Adlard', 'Cliff Rathburn']",4.31,eng,136,25132,996
9781582406121,The Walking Dead  Vol. 5: The Best Defense,"['Robert Kirkman', 'Charlie Adlard', 'Cliff Rathburn']",4.29,eng,136,20937,822
9781582406190,The Walking Dead  Book One (The Walking Dead #1-12),"['Robert Kirkman', 'Tony Moore', 'Charlie Adlard', 'Cliff Rathburn']",4.35,eng,304,33914,1323
9781582406930,Fell,"['Warren Ellis', 'Ben Templesmith']",4.16,eng,128,6659,274
9781582430157,Heat and Dust,['Ruth Prawer Jhabvala'],3.55,eng,190,6033,253
9781582430546,All New People,['Anne Lamott'],3.62,eng,166,1518,106
9781582431055,First Snow on Fuji,"['Yasunari Kawabata', 'Michael Emmerich']",3.85,eng,227,575,43
9781582432908,Stanley Park,['Timothy  Taylor'],3.57,eng,436,1776,90
9781582433226,A Complicated Kindness,['Miriam Toews'],3.65,eng,253,17112,968
9781582433417,D. H. Lawrence: The Life of an Outsider,['John Worthen'],4.02,eng,560,56,11
9781582433455,The Horizontal World: Growing Up Wild in the Middle of Nowhere,['Debra Marquart'],3.77,eng,270,381,76
9781582791807,Agnes Grey,['Anne Brontë'],3.68,eng,190,37,7
9781582870953,The Professor,['Charlotte Brontë'],3.57,eng,269,14050,517
9781582880600,A Fine and Private Place/The Last Unicorn,['Peter S. Beagle'],4.44,eng,457,113,10
9781582880822,Go Tell it on the Mountain / The Fire Next Time / If Beale Street Could Talk,['James Baldwin'],4.48,eng,650,60,8
9781582880952,Watership Down,['Richard  Adams'],4.06,eng,520,29,8
9781582881584,Maisie Dobbs and Birds of a Feather (Maisie Dobbs  #1 & #2),['Jacqueline Winspear'],4.25,eng,623,1294,58
9781582881805,The Body Snatchers (Stephen King Horror Library),"['Jack Finney', 'Stephen King']",3.89,eng,224,181,10
9781582881843,Off the Main Sequence: The Other Science Fiction Stories of Robert A. Heinlein,['Robert A. Heinlein'],4.01,eng,738,250,17
9781582970073,Worlds of Wonder: How to Write Science Fiction & Fantasy,['David Gerrold'],3.92,eng,246,413,50
9781582971032,How to Write Science Fiction & Fantasy,['Orson Scott Card'],3.9,eng,140,3300,254
9781582972947,Plot & Structure: Techniques and Exercises for Crafting a Plot That Grips Readers from Start to Finish,['James Scott Bell'],4.1,eng,234,4304,415
9781583224717,Lithium for Medea,"['Kate Braverman', 'Rick Moody']",3.94,eng,362,331,30
9781583224892,11-Sep,"['Noam Chomsky', 'Greg Ruggiero', 'Marili Margomenou', 'Miguel Mora', 'Natalie Levisalles', 'Il Manifesto', 'Hartford Courant', 'David Barsamian', 'Radio B92', 'Elise Fried', 'Peter Kreysler', 'Gionarle del Popolo', 'Michael Albert']",3.73,eng,140,2981,167
9781583225363,Media Control: The Spectacular Achievements of Propaganda,['Noam Chomsky'],4.02,eng,103,4094,310
9781583225431,The Eden Express: A Memoir of Insanity,"['Mark Vonnegut', 'Kurt Vonnegut']",3.87,eng,304,2627,170
9781583225479,The Umbrella of US Power: The Universal Declaration of Human Rights & the Contradictions of US Policy,"['Noam Chomsky', 'Greg Ruggiero']",3.94,eng,80,149,7
9781583225653,11 de Septiembre,['Noam Chomsky'],3.73,spa,144,12,1
9781583227206,Hello Cruel World: 101 Alternatives to Suicide for Teens  Freaks  and Other Outlaws,"['Kate Bornstein', 'Sara Quin']",4.03,eng,234,1401,168
9781583332054,The Hip Chick's Guide to Macrobiotics: A Philosophy for Achieving a Radiant Mind and a Fabulous Body,"['Jessica Porter', 'Michio Kushi']",3.68,eng,289,419,53
9781583372920,Stargirl LitPlans on CD,['Mary B. Collins'],4.86,eng,210,5,0
9781583377826,Puzzle Pack: The Witch of Blackbird Pond,['Mary B. Collins'],1.0,eng,134,2,0
9781583421543,Rumble Fish,"['Marcus Romer', 'S.E. Hinton']",3.87,eng,135,885,20
9781583485095,My Ántonia (Great Plains Trilogy  #3),['Willa Cather'],3.78,eng,232,89067,4484
9781583762059,The 21 Success Secrets of Self-Made Millionaires: How to Achieve Financial Independence Faster and Easier Than You Ever Thought Possible,['Brian Tracy'],4.05,eng,91,1478,78
9781584230700,The Medium is the Massage,"['Marshall McLuhan', 'Quentin Fiore', 'Jerome Agel']",3.95,eng,160,10305,268
9781584230731,Understanding Media: The Extensions of Man,"['Marshall McLuhan', 'W. Terrence Gordon', 'Philip B. Meggs']",4.11,eng,616,115,12
9781584281344,Posing for Portrait Photography: A Head-To-Toe Guide,['Jeff   Smith'],3.38,eng,124,48,0
9781584350101,Burroughs Live: The Collected Interviews  1960-1997,"['William S. Burroughs', 'Sylvère Lotringer']",4.35,eng,675,125,5
9781584793823,The Ties That Bind: Life's Most Essential Knots and Ties,"['Susan Oliver', 'Harry   Bates']",3.67,eng,80,3,1
9781584794943,Healthy Cooking for IBS: 100 Delicious Recipes to Keep You Symptom-Free,"['Sophie Braimbridge', 'Erica Jankovich']",2.62,eng,144,2,1
9781584795421,Things to Bring  S#!t to Do: And Other Inventories of Anxiety: My Life in Lists,['Karen Rizzo'],3.66,eng,160,47,12
9781584850458,Homeless (Wild at Heart  #2),"['Laurie Halse Anderson', 'Mark Salisbury']",4.07,eng,126,401,29
9781584850557,Teacher's Pet (Wild at Heart  #7),['Laurie Halse Anderson'],4.07,eng,128,170,5
9781584855286,The Feelings Book: The Care & Keeping of Your Emotions,"['Lynda Madison', 'Bonnie Timmons', 'Norm Bendell']",4.15,eng,104,758,47
9781584858744,What Would You Do? (American Girl Library),"['Patti Kelley Criswell', 'Norm Bendell']",4.3,eng,63,75,5
9781585004287,The Fateful Adventures of the Good Soldier Švejk During the World War  Book One,"['Jaroslav Hašek', 'Zenny K. Sadlon']",4.11,eng,260,21,1
9781585004843,Childhood Shadows: The Hidden Story of the Black Dahlia Murder,['Mary  Pacios'],3.5,eng,292,46,3
9781585100354,Nicomachean Ethics,"['Aristotle', 'Joe Sachs']",3.93,eng,240,220,26
9781585100378,The Theban Plays: Antigone  King Oidipous & Oidipous at Colonus (Focus Classical Library),"['Sophocles', 'Ruby Blondell']",3.97,eng,248,54,2
9781585100873,Acharnians,"['Aristophanes', 'Jeffrey Henderson']",3.42,eng,96,23,2
9781585360727,M Is for Mayflower: A Massachusetts Alphabet,"['Margot Theis Raven', 'Jeannie Brett']",4.0,eng,40,26,3
9781585361618,O Is for Old Dominion: A Virginia Alphabet,"['Pamela Duncan Edwards', 'Troy Howell']",3.75,eng,40,19,4
9781585420827,The Age of Access: The New Culture of Hypercapitalism  Where All of Life is a Paid-For Experience,"['Jeremy Rifkin', 'Ralph Fowler']",3.84,eng,320,215,12
9781585421770,In Search of Captain Zero: A Surfer's Road Trip Beyond the End of the Road,['Allan C. Weisbecker'],4.15,eng,352,1625,164
9781585424337,Think and Grow Rich: The Landmark Bestseller Now Revised and Updated for the 21st Century,['Napoleon Hill'],4.18,eng,320,88437,2305
9781585424832,2012: The Return of Quetzalcoatl,['Daniel Pinchbeck'],3.41,eng,408,1395,219
9781585424993,How to Save Your Own Life: An Isadora Wing Novel,"['Erica Jong', 'Anthony Burgess']",3.6,eng,313,1296,79
9781585425006,Parachutes & Kisses,['Erica Jong'],3.47,eng,405,563,26
9781585425242,Fear of Fifty: A Midlife Memoir,['Erica Jong'],3.56,eng,329,445,30
9781585425495,Any Woman's Blues,['Erica Jong'],3.51,eng,362,422,27
9781585425549,What Do Women Want?: Essays by Erica Jong,['Erica Jong'],3.69,eng,309,160,9
9781585479009,Act of Treason (Mitch Rapp  #9),['Vince Flynn'],4.29,eng,462,10,1
9781585670987,The Book of Leviathan,['Peter Blegvad'],4.17,eng,160,610,49
9781585671267,Hemingway vs. Fitzgerald,['Scott Donaldson'],3.84,eng,352,180,18
9781585672172,The Arabian Nightmare,['Robert Irwin'],3.85,eng,282,391,30
9781585672318,The Mating Season (Jeeves  #9),['P.G. Wodehouse'],4.27,eng,272,4394,266
9781585672325,Laughing Gas,['P.G. Wodehouse'],3.89,eng,286,1672,127
9781585672752,Meet Mr. Mulliner,['P.G. Wodehouse'],4.06,eng,203,1162,78
9781585672776,Lord Emsworth and Others (Blandings Castle  #5.5),['P.G. Wodehouse'],4.17,eng,268,1057,71
9781585672790,This Is Berlin: Reporting from Nazi Germany 1938-40,"['William L. Shirer', 'John Keegan', 'Inga Shirer Dean']",4.22,eng,478,147,4
9781585673360,The Luck of the Bodkins,['P.G. Wodehouse'],4.08,eng,358,1238,76
9781585673926,Carry on  Jeeves (Jeeves  #3),['P.G. Wodehouse'],4.28,eng,273,14989,725
9781585673933,P.G. Wodehouse in His Own Words,"['P.G. Wodehouse', 'Tony Ring', 'Barry Day']",4.08,eng,320,44,6
9781585674343,Thank You  Jeeves (Jeeves  #5),['P.G. Wodehouse'],4.25,eng,263,5681,306
9781585674794,Ukridge,['P.G. Wodehouse'],3.89,eng,272,987,80
9781585675173,The Stones of Summer,['Dow Mossman'],3.14,eng,586,412,104
9781585675241,Ring for Jeeves (Jeeves  #10),['P.G. Wodehouse'],4.02,eng,208,2660,171
9781585675265,Much Obliged  Jeeves,['P.G. Wodehouse'],4.23,eng,208,612,55
9781585675746,Cocktail Time,['P.G. Wodehouse'],4.14,eng,304,644,50
9781585675753,Spring Fever,['P.G. Wodehouse'],4.06,eng,276,468,28
9781585676163,Piccadilly Jim,['P.G. Wodehouse'],4.03,eng,302,2585,174
9781585676576,Money in the Bank,['P.G. Wodehouse'],4.15,eng,290,308,24
9781585676583,Something Fresh (Blandings Castle  #1),['P.G. Wodehouse'],4.16,eng,284,5041,365
9781585676606,Jill the Reckless,['P.G. Wodehouse'],4.03,eng,290,627,78
9781585677108,Anthony Powell: A Life,['Michael   Barber'],3.72,eng,352,39,8
9781585677283,The Warrior Prophet (The Prince of Nothing  #2),['R. Scott Bakker'],3.95,eng,624,10236,207
9781585678358,Dangerous Knowledge: Orientalism and Its Discontents,['Robert Irwin'],3.7,eng,376,56,9
9781585678365,Full Moon (Blandings Castle  #7),['P.G. Wodehouse'],4.17,eng,272,1769,124
9781585678761,The Various Haunts of Men (Simon Serrailler  #1),['Susan Hill'],3.81,eng,438,8001,776
9781585678839,The Thousandfold Thought (The Prince of Nothing  #3),['R. Scott Bakker'],3.93,eng,560,8388,214
9781586170264,The Unmasking of Oscar Wilde,['Joseph Pearce'],4.25,eng,412,105,13
9781586212216,Barrel Fever and Other Stories,"['David Sedaris', 'Amy Sedaris']",3.79,eng,3,176,46
9781586212230,Naked,"['David Sedaris', 'Amy Sedaris']",4.09,eng,3,302,60
9781586215804,The Big Bad Wolf,"['James Patterson', 'Peter J. Fernandez', ""Denis O'Hare""]",3.99,eng,8,99,13
9781586216887,Long Walk to Freedom: Autobiography of Nelson Mandela,"['Nelson Mandela', 'Kofi Annan', 'Danny Glover']",4.33,eng,6,70,13
9781586420215,The Unknown Sigrid Undset: Jenny and Other Works,"['Sigrid Undset', 'Tim Page', 'Tiina Nunnally', 'Naomi Walford']",4.2,eng,406,44,9
9781586420505,Jenny,"['Sigrid Undset', 'Tiina Nunnally']",3.76,eng,330,506,39
9781586481988,Banker to the Poor: Micro-Lending and the Battle Against World Poverty,"['Muhammad Yunus', 'Alan Jolis']",4.09,eng,289,7464,720
9781586631987,The American Heritage New History of the Civil War,"['Bruce Catton', 'James M. McPherson']",4.1,eng,630,100,2
9781586633523,A Tale of Two Cities: Charles Dickens,['SparkNotes'],3.87,eng,96,9,1
9781586633578,Frankenstein (SparkNotes Literature Guide),"['SparkNotes', 'Mary Wollstonecraft Shelley']",3.47,eng,72,16,0
9781586633585,Romeo and Juliet (SparkNotes Literature Guide),"['SparkNotes', 'Brian  Phillips', 'William Shakespeare']",3.95,eng,88,46,6
9781586633714,The Iliad (SparkNotes Literature Guides),"['SparkNotes', 'Homer']",3.65,eng,88,23,3
9781586633790,One Flew Over the Cuckoo's Nest (SparkNotes Literature Guide),"['SparkNotes', 'Ken Kesey']",4.12,eng,72,4,0
9781586634049,A Midsummer Night's Dream (SparkNotes Literature Guide),"['SparkNotes', 'William Shakespeare']",4.0,eng,64,18,2
9781586634490,A Streetcar Named Desire (SparkNotes Literature Guide),['SparkNotes'],3.29,eng,96,0,0
9781586638221,Aristotle's Ethics (SparkNotes Literature Guides),['SparkNotes'],3.0,eng,80,2,0
9781586638443,Hamlet,"['William Shakespeare', 'John Crowther', 'SparkNotes']",4.01,eng,352,1646,237
9781586638467,Macbeth (No Fear Shakespeare),"['William Shakespeare', 'SparkNotes', 'John Crowther']",3.89,eng,219,1187,127
9781586638474,Julius Caesar,"['William Shakespeare', 'SparkNotes']",3.67,eng,256,740,74
9781586638498,The Tempest,"['William Shakespeare', 'John Crowther']",3.81,eng,224,438,53
9781586638535,King Lear (No Fear Shakespeare),"['William Shakespeare', 'SparkNotes']",3.9,eng,320,423,71
9781586853334,The Big Book of Boy Stuff,"['Bart King', 'Chris Sabatino']",4.24,eng,292,141,25
9781586857721,It's Easy Being Green: A Handbook for Earth-Friendly Living,"['Crissy Trask', 'Mike Clelland']",3.53,eng,168,326,49
9781586970772,Love Lies,['MaryJanice Davidson'],3.57,eng,145,68,4
9781587150791,Fifty-One Tales,"['Lord Dunsany', 'John Gregory Betancourt', 'Lin Carter']",3.82,eng,108,342,49
9781587150883,The Well At The World's End: Volume I,"['William Morris', 'Lin Carter']",3.77,eng,332,251,20
9781587150890,The Well at the World's End: Volume II,['William Morris'],3.9,eng,252,14,1
9781587155871,The Lure of the Basilisk (The Lords of Dûs  #1),"['Lawrence Watt', 'Evans']",3.7,eng,208,478,16
9781587157394,The Last Days of Pompeii,"['Edward Bulwer', 'Lytton', 'John Gregory Betancourt']",3.59,eng,360,1124,67
9781587172489,Ivanhoe,"['Marianna Mayer', 'Walter Scott', 'John Rush']",3.93,eng,56,169,22
9781587263835,The Scarlet Letter,['Nathaniel Hawthorne'],3.39,eng,224,107,8
9781587263880,Robinson Crusoe,['Daniel Defoe'],3.67,eng,288,311,18
9781587263965,Emma,['Jane Austen'],3.99,eng,424,83,6
9781587420245,On the Lines of Morris' Romances: Two Books That Inspired J. R. R. Tolkien-The Wood Beyond the World and the Well at the World's End,"['William Morris', 'Michale W. Perry']",4.09,eng,288,11,1
9781587610912,Guide to Stress Reduction,['L. John Mason'],4.22,eng,326,9,1
9781587612213,Heart & Hands: A Midwife's Guide to Pregnancy & Birth,"['Elizabeth  Davis', 'Suzanne Arms']",4.38,eng,312,861,43
9781587670138,Cast in Dark Waters (Cemetery Dance Novella Series  #11),"['Ed Gorman', 'Tom Piccirilli', 'Keith Minnion']",3.31,eng,100,26,3
9781587670893,Isis (Harrow House  #0.25),['Douglas Clegg'],3.68,eng,98,21,6
9781587671098,Prodigal Blues,"['Gary A. Braunbeck', 'Deena Warner']",4.25,eng,304,210,25
9781587671166,The Illustrated Stephen King Trivia Book,"['Brian James Freeman', 'Bev Vincent', 'Glenn Chadbourne']",4.23,eng,404,22,5
9781587671371,The Abandoned (Harrow House  #4),['Douglas Clegg'],3.42,eng,423,5,0
9781587671401,The Secretary of Dreams  Volume One,"['Stephen King', 'Glenn Chadbourne']",4.45,eng,281,270,7
9781587671562,Wild Things: Four Tales,['Douglas Clegg'],3.54,eng,97,64,8
9781587680267,Tolkien and C.S. Lewis: The Gift of a Friendship,['Colin Duriez'],4.0,eng,244,1320,50
9781587887734,The Call of the Wild and Three Other Klondike Stories,"['Jack London', 'Roger Dressler']",3.81,eng,5,32,1
9781588340979,Juan Rulfo's Mexico,"['Juan Rulfo', 'Carlos Fuentes', 'Margo Glantz', 'Jorge Alberto Lozoya', 'Eduardo Rivero', 'Víctor Jiménez', 'E. Billeter']",4.46,eng,223,40,3
9781588467980,Monte Cook Presents The Year's Best D20 (Volume One),['Monte Cook'],4.2,eng,96,5,1
9781588990846,Tomie 1  富江,"['Junji Ito', '伊藤潤二']",3.92,eng,248,807,31
9781588990853,Tomie 2  富江 Part 2,"['Junji Ito', '伊藤潤二']",3.85,eng,247,464,21
9781588993007,Category: Freaks  Vol. 1 (Category: Freaks  #1),"['Sakurako Gokurakuin', 'Lindsey Johnston']",3.57,eng,184,110,9
9781589199507,Louisa May Alcott's Christmas Treasury,"['Louisa May Alcott', 'C. Michael Dudash', 'Stephen W. Hines']",3.95,eng,282,679,38
9781589630949,The Lighthouse at the End of the World,['Jules Verne'],3.63,eng,260,1691,38
9781589802438,The Pirate Dictionary,['Terry Breverton'],3.69,eng,189,50,7
9781589802544,This Side of Paradise (Paradise  #1),['Steven L. Layne'],3.74,eng,224,536,78
9781589880023,Farewell to Salonica: City at the Crossroads,"['Leon Sciaky', 'Peter Sciaky']",4.11,eng,299,62,3
9781589880085,The Music of the Republic: Essays on Socrates' Conversations and Plato's Writings,['Eva Brann'],4.55,eng,378,19,2
9781589880191,Open Secrets / Inward Prospects: Reflections on World and Soul,['Eva Brann'],4.42,eng,435,10,1
9781589880290,Rocky Stories: Tales of Love  Hope  and Happiness at America's Most Famous Steps,"['Michael Vitez', 'Tom Gralish', 'Sylvester Stallone']",4.16,eng,144,31,4
9781589943070,The Art of H.P. Lovecraft's the Cthulhu Mythos,"['Pat Harrigan', 'Brian  Wood', 'Jeremy McHugh']",4.04,eng,191,139,9
9781589971288,Creative Correction: Extraordinary Ideas For Everyday Discipline,"['Lisa Whelchel', 'Stormie Omartian']",3.93,eng,367,1071,88
9781590170168,The Book of My Life,"['Girolamo Cardano', 'Jean Stoner', 'Anthony Grafton']",3.79,eng,320,63,8
9781590170199,A Sorrow Beyond Dreams,"['Peter Handke', 'Ralph Manheim', 'Jeffrey Eugenides']",3.82,eng,76,959,102
9781590170311,Witch Grass,"['Raymond Queneau', 'Barbara Wright']",3.94,eng,328,320,38
9781590170380,The Stuffed Owl: An Anthology of Bad Verse,"['D.B. Wyndham', 'Lewis', 'Charles  Lee', 'Billy Collins', 'Max Beerbohm']",3.72,eng,264,71,9
9781590170434,Dirty Snow,"['Georges Simenon', 'Marc Romano', 'William T. Vollmann']",3.93,eng,272,1695,205
9781590170700,The Tenants of Moonbloom,"['Edward Lewis Wallant', 'Dave Eggers']",3.89,eng,264,488,76
9781590170786,The Ivory Tower,"['Henry James', 'Alan Hollinghurst', 'Ezra Pound']",3.33,eng,296,54,5
9781590171035,Mistress Masham's Repose,"['T.H. White', 'Fritz Eichenberg']",3.94,eng,260,1404,119
9781590171103,Hons and Rebels,"['Jessica Mitford', 'Christopher Hitchens']",4.12,eng,284,2889,195
9781590171158,The Late Mattia Pascal,"['Luigi Pirandello', 'William Weaver', 'Charles Simic']",4.02,eng,272,5789,96
9781590171240,An Episode of Sparrows,['Rumer Godden'],4.2,eng,247,851,119
9781590171257,D'Aulaires' Book of Norse Myths,"[""Ingri d'Aulaire"", ""Edgar Parin d'Aulaire"", 'Michael Chabon']",4.38,eng,154,3314,256
9781590171455,War and the Iliad,"['Simone Weil', 'Rachel Bespaloff', 'Christopher E.G. Benfey', 'Mary McCarthy']",4.04,eng,121,497,53
9781590171493,The Man Who Watched Trains Go By,"['Georges Simenon', 'Marc Romano', 'D. Thin', 'Luc Sante']",3.85,eng,203,1385,86
9781590171622,The New York Stories of Henry James,"['Henry James', 'Colm Tóibín']",4.04,eng,563,137,11
9781590171707,Dime-Store Alchemy: The Art of Joseph Cornell,['Charles Simic'],4.21,eng,116,69,12
9781590171806,Grief Lessons: Four Plays by Euripides,"['Euripides', 'Anne Carson']",4.39,eng,312,593,68
9781590171943,The Strangers in the House,"['Georges Simenon', 'P.D. James', 'Geoffrey Sainsbury', 'David Watson']",3.76,eng,194,633,63
9781590172186,A Savage War of Peace: Algeria  1954-1962,['Alistair Horne'],4.22,eng,608,1811,172
9781590172193,Dante: Poet of the Secular World,"['Erich Auerbach', 'Ralph Manheim', 'Michael Dirda']",4.24,eng,202,158,14
9781590172285,The Engagement,"['Georges Simenon', 'Anna Moschovakis', 'John N. Gray']",3.73,eng,135,468,66
9781590175866,Diary of a Man in Despair,"['Friedrich Reck', 'Malleczewen', 'Paul Rubens', 'Richard J. Evans']",4.22,eng,264,30,2
9781590300060,The Wave in the Mind: Talks and Essays on the Writer  the Reader and the Imagination,['Ursula K. Le Guin'],4.28,eng,314,941,145
9781590300107,Healing Emotions: Conversations with the Dalai Lama on Mindfulness  Emotions  and Health,['Daniel Goleman'],4.05,eng,288,291,8
9781590300732,A Guide to the Words of My Perfect Teacher,"['Ngawang Pelzang', 'Padmakara Translation Group', 'Patrul Rinpoche', 'Alak Zenkar']",4.61,eng,336,79,0
9781590301081,Dewdrops on a Lotus Leaf: Zen Poems of Ryokan,"['Ryōkan', 'John   Stevens']",4.56,eng,120,169,19
9781590301876,Lovingkindness: The Revolutionary Art of Happiness,"['Sharon Salzberg', 'Jon Kabat', 'Zinn']",4.26,eng,256,4072,139
9781590301944,The Changeling,['Kate Horsley'],3.56,eng,339,295,42
9781590302088,Making a Change for Good: A Guide to Compassionate Self-Discipline,['Cheri Huber'],3.92,eng,128,291,36
9781590302255,The Art of War,"['Sun Tzu', 'Thomas Cleary']",3.97,eng,273,214954,5302
9781590302484,The Book of Five Rings,"['Miyamoto Musashi', 'Thomas Cleary']",4.08,eng,166,878,72
9781590303160,Writing Down the Bones: Freeing the Writer Within,['Natalie Goldberg'],4.18,eng,312,20991,1329
9781590385814,Fablehaven (Fablehaven  #1),['Brandon Mull'],4.09,eng,351,111896,8537
9781590511268,Phantom Pain,"['Arnon Grunberg', 'Sam Garrett']",3.35,eng,288,396,12
9781590522011,The Dream Giver,"['Bruce H. Wilkinson', 'David Kopp', 'Heather Harpham Kopp']",4.25,eng,157,4725,306
9781590525081,The Treasure Principle: Unlocking the Secret of Joyful Giving,['Randy Alcorn'],4.13,eng,120,3892,278
9781590525135,Redeeming Love,['Francine Rivers'],4.49,eng,464,176881,9453
9781590525937,Dominion (Ollie Chandler #2),['Randy Alcorn'],4.22,eng,603,4075,99
9781590526859,The Blazing Center Study Guide: The Soul-Satisfying Supremacy of God in All Things,['John Piper'],4.28,eng,112,18,0
9781590526866,Reluctant Burglar (To Catch a Thief #1),['Jill Elizabeth Nelson'],3.67,eng,345,173,27
9781590526873,Reluctant Runaway (To Catch a Thief #2),['Jill Elizabeth Nelson'],3.7,eng,352,90,12
9781590528600,Sense and Sensuality: Jesus Talks to Oscar Wilde on the Pursuit of Pleasure (Great Conversations),['Ravi Zacharias'],3.93,eng,94,501,49
9781590529621,His Princess Devotional: A Royal Encounter With Your King,['Sheri Rose Shepherd'],5.0,eng,240,3,0
9781590583425,Effigies (Faye Longchamp  #3),['Mary Anna Evans'],4.02,eng,301,429,45
9781590592168,Complete Guide to OneNote,"['W. Frederick Zimmerman', 'Chris Pratley']",4.25,eng,412,4,0
9781590593899,Joel on Software,['Joel Spolsky'],4.1,eng,384,2888,116
9781590595527,Beginning PHP and MySQL 5: From Novice to Professional,['W. Jason Gilmore'],3.73,eng,913,157,14
9781590596241,The Career Programmer: Guerilla Tactics for an Imperfect World (Expert's Voice),['Christopher   Duncan'],3.13,eng,264,36,6
